study_id,site_id,year,rye_planting_date,rye_sampling_date,N_rate_fall_kg_N_ha,N_rate_spring_kg_N_ha,cultivar,rep,shoot_biomass_mean_kg_ha,shoot_biomass_sd,shoot_N_mean,shoot_N_sd,N_content_units,shoot_CN_ratio_mean,shoot_CN_ratio_sd,seeding_rate,seeding_rate_units,cumulative_GDD,base_temp_C,growth_stage_at_termination,plant_population,plant_population_units,plant_population_date,tiller_density,tillers_units,month_sampled
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,100.89,33.63,Aroostook,302,9856.17,NA,1.19,NA,percent N,37.899,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,783,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,168.13,67.26,Aroostook,303,8704.18,NA,1.72,NA,percent N,26.215,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,984,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,67.26,0,Aroostook,304,8997.45,NA,0.73,NA,percent N,62.014,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,426,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,168.13,33.63,Aroostook,305,8721.43,NA,1.52,NA,percent N,29.73,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,639,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,67.26,67.26,Aroostook,306,7494.68,NA,1.38,NA,percent N,32.797,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,409,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,100.89,0,Aroostook,307,10166.69,NA,0.79,NA,percent N,57.177,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,673,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,0,33.63,Aroostook,308,8318.9,NA,1.01,NA,percent N,44.95,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,604,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,33.63,67.26,Aroostook,309,8721.43,NA,1.34,NA,percent N,33.701,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,299,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,33.63,0,Aroostook,310,6829.55,NA,0.73,NA,percent N,61.932,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,466,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,33.63,33.63,Aroostook,311,5533.79,NA,1.14,NA,percent N,39.886,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,593,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,0,67.26,Aroostook,312,6668.54,NA,1.4,NA,percent N,32.393,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,340,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,168.13,0,Aroostook,313,10318.12,NA,0.88,NA,percent N,51.727,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,420,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,67.26,33.63,Aroostook,314,9106.7,NA,0.84,NA,percent N,54.369,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,714,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,100.89,67.26,Aroostook,315,9062.62,NA,1.53,NA,percent N,29.516,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,610,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,168.13,33.63,Aroostook,401,7320.25,NA,1.01,NA,percent N,45.109,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,305,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,33.63,0,Aroostook,402,5738.89,NA,0.64,NA,percent N,70.953,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,443,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,100.89,67.26,Aroostook,403,9286.88,NA,1.47,NA,percent N,30.993,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,530,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,67.26,33.63,Aroostook,404,6584.2,NA,0.87,NA,percent N,52.126,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,558,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,100.89,0,Aroostook,405,8180.89,NA,0.67,NA,percent N,67.507,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,420,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,0,67.26,Aroostook,406,6072.41,NA,1.35,NA,percent N,33.593,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,725,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,0,33.63,Aroostook,407,6312.01,NA,0.91,NA,percent N,49.934,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,915,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,0,0,Aroostook,408,3528.82,NA,0.82,NA,percent N,55.207,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,460,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,67.26,67.26,Aroostook,409,8803.85,NA,1.11,NA,percent N,40.829,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,691,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,100.89,33.63,Aroostook,410,1063.82,NA,1.1,NA,percent N,41.345,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,760,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,67.26,0,Aroostook,411,7370.09,NA,0.64,NA,percent N,70.641,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,420,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,168.13,67.26,Aroostook,412,7258.91,NA,1.46,NA,percent N,31.123,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,587,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,33.63,33.63,Aroostook,413,7320.25,NA,0.96,NA,percent N,47.656,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,627,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,168.13,0,Aroostook,414,9085.62,NA,0.69,NA,percent N,65.768,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,616,tillers/m2,5
8,Russell E. Larson Agricultural Research Center,2011-2012,9/19/2011,5/10/2012,33.63,67.26,Aroostook,415,7805.2,NA,1.35,NA,percent N,33.57,NA,NA,NA,NA,NA,Zadoks 60,NA,NA,NA,576,tillers/m2,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,0,Aroostook,101,2249.5,NA,1.93,NA,percent N,18.85,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1338.6,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,33.63,Aroostook,102,1817.7,NA,2.25,NA,percent N,16.498,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1387.8,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,67.26,Aroostook,103,2034.7,NA,2.25,NA,percent N,15.738,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1660.9,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,67.26,Aroostook,104,2787.6,NA,2.66,NA,percent N,16.098,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1786.4,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,33.63,Aroostook,105,2668.1,NA,2.28,NA,percent N,18.211,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1904.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,0,Aroostook,106,2028.3,NA,1.73,NA,percent N,24.324,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1798.7,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,33.63,Aroostook,107,3842.5,NA,3,NA,percent N,14.457,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1828.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,0,Aroostook,108,4273.1,NA,2.65,NA,percent N,16.343,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2153.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,67.26,Aroostook,109,3842.5,NA,3.19,NA,percent N,13.386,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1877.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,0,Aroostook,110,2478.8,NA,1.81,NA,percent N,22.033,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1653.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,67.26,Aroostook,111,2749,NA,2.37,NA,percent N,17.346,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1818.4,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,33.63,Aroostook,112,2291.3,NA,2.08,NA,percent N,20.168,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1734.7,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,33.63,Aroostook,113,3136.6,NA,2.05,NA,percent N,20.746,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1907,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,67.26,Aroostook,114,3355.8,NA,2.46,NA,percent N,17.26,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2086.6,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,0,Aroostook,115,3467.5,NA,2.5,NA,percent N,16.988,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1798.7,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,33.63,Aroostook,201,3797.5,NA,2.51,NA,percent N,17.195,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2103.8,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,67.26,Aroostook,202,4447.3,NA,2.9,NA,percent N,14.89,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2098.9,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,0,Aroostook,203,4186.3,NA,2.26,NA,percent N,19.248,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1781.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,67.26,Aroostook,204,3057.8,NA,2.54,NA,percent N,15.709,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2234.3,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,0,Aroostook,205,2534.2,NA,1.74,NA,percent N,23.563,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1929.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,33.63,Aroostook,206,2573.8,NA,1.84,NA,percent N,20.022,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2010.3,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,33.63,Aroostook,207,1843,NA,2.09,NA,percent N,18.086,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1616.6,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,67.26,Aroostook,208,2110.7,NA,2.43,NA,percent N,15.963,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1653.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,0,Aroostook,209,1400.3,NA,1.52,NA,percent N,25.039,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1267.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,67.26,Aroostook,210,2808.6,NA,2.52,NA,percent N,16.853,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1717.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,33.63,Aroostook,211,2795.3,NA,2,NA,percent N,20.6,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1855.3,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,0,Aroostook,212,2733,NA,1.74,NA,percent N,23.557,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1766.7,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,0,Aroostook,213,3378,NA,2.12,NA,percent N,19.689,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1806.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,33.63,Aroostook,214,3431.8,NA,2.16,NA,percent N,19.62,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2066.9,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,67.26,Aroostook,215,3655.3,NA,2.83,NA,percent N,15.099,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2022.6,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,33.63,Aroostook,301,1554.1,NA,2.22,NA,percent N,16.667,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1518.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,67.26,Aroostook,302,2034,NA,2.67,NA,percent N,14.805,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1641.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,0,Aroostook,303,1881.9,NA,1.34,NA,percent N,25.933,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1446.9,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,67.26,Aroostook,304,2378.2,NA,2.68,NA,percent N,15.69,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1670.8,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,0,Aroostook,305,2716,NA,1.87,NA,percent N,22.182,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1678.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,33.63,Aroostook,306,2630.9,NA,2.11,NA,percent N,19.777,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1788.9,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,0,Aroostook,307,3960.1,NA,2.53,NA,percent N,17.237,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1742.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,67.26,Aroostook,308,4453.7,NA,3.22,NA,percent N,13.376,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2123.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,33.63,Aroostook,309,4707.7,NA,2.69,NA,percent N,16.156,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2086.6,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,33.63,Aroostook,310,2849.9,NA,2.31,NA,percent N,18.095,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2182.6,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,0,Aroostook,311,2222.7,NA,1.76,NA,percent N,23.176,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1550.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,67.26,Aroostook,312,2861.7,NA,2.59,NA,percent N,15.699,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1907,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,67.26,Aroostook,313,3593.3,NA,2.56,NA,percent N,16.789,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1951.3,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,0,Aroostook,314,3284.4,NA,2.3,NA,percent N,18.535,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1626.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,33.63,Aroostook,315,3309.5,NA,2.32,NA,percent N,18.259,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1902.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,33.63,Aroostook,401,3925.9,NA,2.74,NA,percent N,15.953,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1838.1,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,67.26,Aroostook,402,3919.8,NA,2.73,NA,percent N,16.033,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2012.8,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,168.13,0,Aroostook,403,4202,NA,2.39,NA,percent N,18.301,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1697.8,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,0,Aroostook,404,2880.2,NA,1.88,NA,percent N,22.394,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1675.7,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,33.63,Aroostook,405,2812.7,NA,2.17,NA,percent N,19.613,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1641.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,100.89,67.26,Aroostook,406,3076,NA,2.62,NA,percent N,16.405,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2037.4,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,67.26,Aroostook,407,3000.5,NA,2.47,NA,percent N,17.081,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1852.9,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,0,Aroostook,408,2715.3,NA,1.81,NA,percent N,23.558,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1801.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,67.26,33.63,Aroostook,409,2892.7,NA,2.32,NA,percent N,18.19,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1919.3,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,33.63,Aroostook,410,3047.7,NA,2.78,NA,percent N,14.507,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,2064.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,67.26,Aroostook,411,2490.2,NA,2.78,NA,percent N,15.212,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1907,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,33.63,0,Aroostook,412,1631.6,NA,2.01,NA,percent N,20.075,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1422.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,0,Aroostook,413,1619.8,NA,1.87,NA,percent N,21.535,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1471.5,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,33.63,Aroostook,414,2085.4,NA,2.42,NA,percent N,16.132,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1924.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,3/7/2012,0,67.26,Aroostook,415,1781.3,NA,3.06,NA,percent N,13.699,NA,NA,NA,NA,NA,Zadoks 30,NA,NA,NA,1769.2,tillers/m2,3
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,0,0,Aroostook,101,11882.4,NA,0.74,NA,percent N,58.595,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,0,33.63,Aroostook,102,9217.5,NA,0.55,NA,percent N,78.291,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,0,67.26,Aroostook,103,9485.7,NA,0.59,NA,percent N,74.814,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,67.26,67.26,Aroostook,104,10292.8,NA,0.66,NA,percent N,66.394,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,67.26,33.63,Aroostook,105,9576.8,NA,0.69,NA,percent N,63.986,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,67.26,0,Aroostook,106,11109.7,NA,0.54,NA,percent N,80.759,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,168.13,33.63,Aroostook,107,9047.7,NA,1.36,NA,percent N,32.647,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,168.13,0,Aroostook,108,10216.5,NA,0.76,NA,percent N,58.171,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,168.13,67.26,Aroostook,109,9793.3,NA,1.47,NA,percent N,30.361,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,33.63,0,Aroostook,110,7802.7,NA,0.66,NA,percent N,65.576,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,33.63,67.26,Aroostook,111,10740.6,NA,0.83,NA,percent N,53.169,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,33.63,33.63,Aroostook,112,9503,NA,0.44,NA,percent N,100.227,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,100.89,33.63,Aroostook,113,10703.7,NA,0.67,NA,percent N,65.06,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,100.89,67.26,Aroostook,114,9884.4,NA,0.77,NA,percent N,57.247,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,100.89,0,Aroostook,115,10211.6,NA,0.49,NA,percent N,89,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,168.13,33.63,Aroostook,201,9239.7,NA,1.44,NA,percent N,29.424,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,168.13,67.26,Aroostook,202,11658.5,NA,1.42,NA,percent N,30.739,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,168.13,0,Aroostook,203,9648.1,NA,1.03,NA,percent N,41.738,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,33.63,67.26,Aroostook,204,11626.5,NA,0.58,NA,percent N,72.707,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,33.63,0,Aroostook,205,7514.8,NA,0.65,NA,percent N,67.062,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,33.63,33.63,Aroostook,206,13255.4,NA,0.57,NA,percent N,76.737,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,0,33.63,Aroostook,207,9611.2,NA,0.49,NA,percent N,87.245,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,0,67.26,Aroostook,208,11050.7,NA,0.56,NA,percent N,76.25,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,0,0,Aroostook,209,8351.4,NA,0.43,NA,percent N,101.721,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,67.26,67.26,Aroostook,210,13257.9,NA,0.69,NA,percent N,60.681,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
8,"Caswell Research Station, Kinston",2011-2012,10/26/2011,5/10/2012,67.26,33.63,Aroostook,211,10876,NA,0.58,NA,percent N,75.086,NA,NA,NA,NA,NA,Zadocks 60,NA,NA,NA,NA,NA,5
