study_id,site_ID,site_name,year,state,latitude,longitude,location_obscured,experimental_design,replications,rye_data_level,publication_DOI,methods_unpublished_data
15,36,MASON,2014-2015,Michigan,42.628675,-84.434825,FALSE,Randomized complete block design,12,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,37,SEPAC,2011-2012,Indiana,39.079575,-85.509275,FALSE,Randomized complete block design,8,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,37,SEPAC,2012-2013,Indiana,39.079575,-85.509275,FALSE,Randomized complete block design,8,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,37,SEPAC,2013-2014,Indiana,39.079575,-85.509275,FALSE,Randomized complete block design,8,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,37,SEPAC,2014-2015,Indiana,39.079575,-85.509275,FALSE,Randomized complete block design,8,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,38,WOOSTER.COV,2011-2012,Ohio,40.7813,-81.84335,FALSE,Randomized complete block design,32,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,38,WOOSTER.COV,2012-2013,Ohio,40.7813,-81.84335,FALSE,Randomized complete block design,31,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,38,WOOSTER.COV,2013-2014,Ohio,40.7813,-81.84335,FALSE,Randomized complete block design,18,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
15,38,WOOSTER.COV,2014-2015,Ohio,40.7813,-81.84335,FALSE,Randomized complete block design,18,Plot level,doi.org/10.15482/USDA.ADC/1411953,NA
16,39,"College Station, TX I",2020-2021,Texas,30.536406,-96.425382,FALSE,Randomized complete block design,3,Plot level,NA,Cereal rye aboveground biomass was sampled from three 50 by 50 cm quadrats at the soil surface within each plot just prior to rye termination and dried at 50 °C until a constant weight was reached. Acquried via email from Jodie M. McVane/Texas A&M University.
16,39,"College Station, TX I",2021-2022,Texas,30.536406,-96.425382,FALSE,Randomized complete block design,3,Plot level,NA,Cereal rye aboveground biomass was sampled from three 50 by 50 cm quadrats at the soil surface within each plot just prior to rye termination and dried at 50 °C until a constant weight was reached. Acquried via email from Jodie M. McVane/Texas A&M University.
16,39,"College Station, TX II",2020-2021,Texas,30.55306,-96.43133,FALSE,Randomized complete block design,8,Plot level,NA,Cereal rye aboveground biomass was sampled from three 50 by 50 cm quadrats at the soil surface within each plot just prior to rye termination and dried at 50 °C until a constant weight was reached. Acquried via email from Jodie M. McVane/Texas A&M University.
16,39,"College Station, TX II",2021-2022,Texas,30.55306,-96.43133,FALSE,Randomized complete block design,8,Plot level,NA,Cereal rye aboveground biomass was sampled from three 50 by 50 cm quadrats at the soil surface within each plot just prior to rye termination and dried at 50 °C until a constant weight was reached. Acquried via email from Jodie M. McVane/Texas A&M University.
16,39,"College Station, TX III",2020-2021,Texas,30.55203,-96.42606,FALSE,Randomized complete block design,4,Plot level,NA,Cereal rye aboveground biomass was sampled from three 50 by 50 cm quadrats at the soil surface within each plot just prior to rye termination and dried at 50 °C until a constant weight was reached. Acquried via email from Jodie M. McVane/Texas A&M University.
16,39,"College Station, TX III",2021-2022,Texas,30.55203,-96.42606,FALSE,Randomized complete block design,4,Plot level,NA,Cereal rye aboveground biomass was sampled from three 50 by 50 cm quadrats at the soil surface within each plot just prior to rye termination and dried at 50 °C until a constant weight was reached. Acquried via email from Jodie M. McVane/Texas A&M University.
17,40,Lancaster,2014-2015,Wisconsin,42.83015,-90.788427,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,40,Lancaster,2015-2016,Wisconsin,42.83015,-90.788427,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,40,Lancaster,2016-2017,Wisconsin,42.83015,-90.788427,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,41,Arlington,2014-2015,Wisconsin,43.30237,-89.34611,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,41,Arlington,2015-2016,Wisconsin,43.30237,-89.34611,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,41,Arlington,2016-2017,Wisconsin,43.30237,-89.34611,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,42,Hancock,2014-2015,Wisconsin,44.121829,-89.53517,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,42,Hancock,2015-2016,Wisconsin,44.121829,-89.53517,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,42,Hancock,2016-2017,Wisconsin,44.121829,-89.53517,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,43,Marshfield,2014-2015,Wisconsin,44.65,-90.13333,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,43,Marshfield,2015-2016,Wisconsin,44.65,-90.13333,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
17,43,Marshfield,2016-2017,Wisconsin,44.65,-90.13333,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
18,44,University of Wisconsin Arlington Agricultural Research Station,2011-2012,Wisconsin,43.299167,-89.387092,FALSE,Split plot and randomized complete block design,3,Plot level,doi.org/10.1007/s13593-020-00615-6,NA
18,44,University of Wisconsin Arlington Agricultural Research Station,2012-2013,Wisconsin,43.299167,-89.387092,FALSE,Split plot and randomized complete block design,3,Plot level,doi.org/10.1007/s13593-020-00615-6,NA
18,44,University of Wisconsin Arlington Agricultural Research Station,2013-2014,Wisconsin,43.299167,-89.387092,FALSE,Split plot and randomized complete block design,3,Plot level,doi.org/10.1007/s13593-020-00615-6,NA
18,44,University of Wisconsin Arlington Agricultural Research Station,2014-2015,Wisconsin,43.299167,-89.387092,FALSE,Split plot and randomized complete block design,3,Plot level,doi.org/10.1007/s13593-020-00615-6,NA
18,44,University of Wisconsin Arlington Agricultural Research Station,2016-2017,Wisconsin,43.299167,-89.387092,FALSE,Split plot and randomized complete block design,3,Plot level,doi.org/10.1007/s13593-020-00615-6,NA
19,45,Soaring Eagle Dairy,2014-2015,Wisconsin,43.979,-87.801,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described.  Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil organic matter was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001). Acquired via email from Matt Ruark/University of Wisconsin."
19,45,Soaring Eagle Dairy,2015-2016,Wisconsin,43.979,-87.801,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled from one (30” x 24”) quadrat at the soil surface within each plot just prior to rye termination and dried at 60 degrees as you have described. Soil sampling from 0-15 cm was done in the fall prior to manure application (and cover crop application), one sample per experimental blocks (4 blocks) with 6 composite samples per block. Soil inorganic N was determined at the UW-Madison Soil and Forage Analysis Lab following standard protocols (https://extension.missouri.edu/publications/sb1001)."
20,17,"Georgetown, DE",2012-2013,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2013-2014,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2014-2015,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2015-2016,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2016-2017,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2017-2018,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2018-2019,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2019-2020,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,17,"Georgetown, DE",2020-2021,Delaware,38.640637,-75.455834,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
20,46,"Middletown, DE",2018-2019,Delaware,39.480089,-75.708717,FALSE,Randomized complete block design,,Plot level,NA,"Cereal rye aboveground biomass was sampled using a 0.25 m2 quadrat. Plants were cut within 1 cm of the soil surface, placed in paperbag and dried at 50 C for 3 to 5 days. Dry weight was recorded within 1 hour of coming out of the drying room. Acquired via email from Mark Van Gessel/University of Delaware."
21,47,University of Maryland Wye Research and Education Center,2016-2017,Maryland,38.908441,-76.147363,FALSE,Randomized complete block design,7,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,47,University of Maryland Wye Research and Education Center,2017-2018,Maryland,38.914677,-76.142555,FALSE,Randomized complete block design,6,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,4,Beltsville Agricultural Research Center,2016-2017,Maryland,39.030995,-76.92738,FALSE,Randomized complete block design,6,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,4,Beltsville Agricultural Research Center,2017-2018,Maryland,39.016418,-76.943186,FALSE,Randomized complete block design,6,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,17,"Georgetown, DE",2017-2018,Delaware,38.642329,-75.457516,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,17,"Georgetown, DE",2018-2019,Delaware,38.632232,-75.454789,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,48,University of Massachusetts Crop and Animal Research and Education Center,2017-2018,Massachusetts,42.4758689,-72.5840595,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,48,University of Massachusetts Crop and Animal Research and Education Center,2018-2019,Massachusetts,42.475853,-72.584832,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,49,Cornell University Agriculture Experiment Station,2017-2018,New York,42.460877,-76.437041,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,49,Cornell University Agriculture Experiment Station,2018-2019,New York,42.46162,-76.439368,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,50,Pennsylvania State University the Pennsylvania Department of Agriculture Livestock Evaluation Center,2017-2018,Pennsylvania,40.724222,-77.926861,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
21,50,Pennsylvania State University the Pennsylvania Department of Agriculture Livestock Evaluation Center,2018-2019,Pennsylvania,40.725139,-77.926667,FALSE,Randomized complete block design,4,Plot level,NA,"No more than three days prior to rye termination, aboveground biomass was collected in at least 3 representative areas for each replicate within 1 m^2 quadrats by cutting plants at ground level. The rye biomass samples were immediately dried after cutting at 60 °C until a constant weight was reached. Acquired from Alex Huddell/University of Delaware."
22,51,DE,2020-2021,Delaware,38.64,-75.458,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,52,FL,2020-2021,Florida,30.778,-87.143,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,53,KY,2020-2021,Kentucky,38.116,-84.495,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,54,LA,2020-2021,Louisiana,31.956,-91.275,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,55,MD,2020-2021,Maryland,39.013,-76.939,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,56,NC,2020-2021,North Carolina,35.395,-78.047,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,57,NE,2020-2021,Nebraska,41.167,-96.416,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,58,NY,2020-2021,New York,42.736,-76.656,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,59,PA,2020-2021,Pennsylvania,40.717,-77.971,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,60,SC,2020-2021,South Carolina,34.313,-79.744,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,61,VT,2020-2021,Vermont,45.005,-73.307,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,62,WI,2020-2021,Wisconsin,43.318,-89.34,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,63,KY,2021-2022,Kentucky,38.13,-84.4946,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,64,MD,2021-2022,Maryland,39.01649,-76.943286,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,65,NY,2021-2022,New York,42.73245,-76.65605,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,66,SC,2021-2022,South Carolina,34.300473,-79.73325,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,67,VT,2021-2022,Vermont,45.00853,-73.30941,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,68,PA,2021-2022,Pennsylvania,40.717,-77.971,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,69,WI,2021-2022,Wisconsin,43.3,-89.38,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,70,NE,2021-2022,Nebraska,41.17,-96.41,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,71,NC,2021-2022,North Carolina,35.38,-78.03,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,72,FL,2021-2022,Florida,30.78,-87.14,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
22,73,DE,2021-2022,Delaware,38.64,-75.46,FALSE,Randomized complete block design,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,74,IVU,2020-2021,Alabama,34.119,-85.623,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
